  46.84
 353.00
2260093113
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2005 12 03 12	30641.53	0.74	112.83	0.00	-2.25	-2.25	441.66
2005 12 04 12	30518.08	0.07	197.78	0.00	-5.16	-5.16	290.47
2005 12 05 12	30422.34	0.00	143.64	0.00	-4.99	-4.99	294.05
2005 12 06 12	30412.80	0.00	164.10	0.00	-6.01	-6.01	261.85
2005 12 07 12	30388.11	0.00	142.70	0.00	-8.50	-8.50	207.45
2005 12 08 12	30295.93	0.00	217.55	0.00	-10.16	-10.16	195.59
2005 12 09 12	30211.40	0.25	160.29	0.00	-9.55	-9.55	250.01
2005 12 10 12	30140.30	0.43	162.70	0.00	-5.77	-5.77	365.60
2005 12 11 12	30076.74	0.26	112.72	0.00	-2.92	-2.92	467.47
2005 12 12 12	30067.89	0.34	144.57	0.00	-3.62	-3.62	420.77
2005 12 13 12	30062.74	0.23	202.92	0.00	-11.34	-11.34	171.13
2005 12 14 12	30042.51	0.08	208.69	0.00	-11.67	-11.67	167.96
2005 12 15 12	29998.56	0.00	212.70	0.00	-12.20	-12.20	175.25
2005 12 16 12	29950.32	5.09	119.90	0.00	-10.89	-10.89	225.12
2005 12 17 12	29950.32	5.42	143.38	0.00	-4.42	-4.42	396.00
2005 12 18 12	29907.47	0.00	133.18	0.00	-4.05	-4.05	406.35
2005 12 19 12	29907.47	0.00	93.70	0.00	-5.76	-5.76	359.61
2005 12 20 12	29865.79	0.00	92.60	0.00	-7.85	-7.85	295.17
2005 12 21 12	29865.79	0.05	193.67	0.00	-16.43	-16.43	138.05
2005 12 22 12	29907.47	0.11	198.12	0.00	-15.01	-15.01	164.71
2005 12 23 12	29907.47	1.01	78.41	0.00	-6.62	-6.62	347.37
2005 12 24 12	29907.47	4.35	92.62	0.00	-3.64	-3.64	440.73
2005 12 25 12	29950.32	4.78	102.02	0.00	-2.07	-2.07	496.33
2005 12 26 12	29998.56	48.71	85.38	0.00	-2.52	-2.52	479.51
2005 12 27 12	30042.51	15.27	177.79	0.00	-8.92	-8.92	274.60
2005 12 28 12	30062.74	0.33	163.97	0.00	-13.26	-13.26	213.59
2005 12 29 12	30067.20	4.21	82.93	0.00	-3.64	-3.64	457.86
2005 12 30 12	30067.89	16.86	90.45	0.00	-2.64	-2.64	472.49
2005 12 31 12	30107.29	2.52	217.78	0.00	-17.85	-17.85	133.63
2006 01 01 12	30172.48	0.46	185.78	0.00	-19.63	-19.63	120.78
2006 01 02 12	30253.07	0.56	143.70	0.00	-11.58	-11.58	226.02
2006 01 03 12	30344.16	0.13	215.11	0.00	-15.52	-15.52	161.15
2006 01 04 12	30408.34	0.35	220.58	0.00	-14.34	-14.34	183.96
2006 01 05 12	30413.49	2.20	133.13	0.00	-9.61	-9.61	282.19
2006 01 06 12	30485.90	1.69	94.29	0.00	-4.71	-4.71	408.10
2006 01 07 12	30598.67	1.05	165.57	0.00	-7.83	-7.83	312.05
2006 01 08 12	30733.71	0.00	178.81	0.00	-14.74	-14.74	173.64
2006 01 09 12	30758.40	3.41	155.99	0.00	-9.00	-9.00	290.65
2006 01 10 12	30798.49	1.01	189.56	0.00	-4.87	-4.87	373.32
2006 01 11 12	30944.27	4.71	185.04	0.00	-4.89	-4.89	402.16
2006 01 12 12	31099.54	9.62	111.19	0.00	0.20	0.20	597.54
2006 01 13 12	31104.69	0.15	149.22	0.00	-1.65	-1.65	523.63
2006 01 14 12	31209.28	23.83	103.27	0.00	0.81	0.81	637.48
2006 01 15 12	31424.91	22.07	77.08	0.00	-4.91	-4.91	425.96
2006 01 16 12	31449.60	0.52	78.25	0.00	-13.57	-13.57	181.00
2006 01 17 12	31554.88	0.52	248.16	0.00	-11.31	-11.31	216.73
2006 01 18 12	31770.51	13.82	95.12	0.00	-7.43	-7.43	358.05
2006 01 19 12	31795.89	5.27	115.91	0.00	-2.86	-2.86	426.24
2006 01 20 12	31939.40	1.19	120.54	0.00	-6.88	-6.88	349.78
2006 01 21 12	32136.34	11.83	106.77	0.00	-0.59	-0.59	560.83
2006 01 22 12	32150.34	0.30	266.86	0.00	-12.60	-12.60	194.53
2006 01 23 12	32369.53	1.05	155.00	0.00	-11.02	-11.02	254.92
2006 01 24 12	32486.40	1.43	233.89	0.00	-4.04	-4.04	420.87
2006 01 25 12	32591.68	0.72	167.40	0.00	-5.27	-5.27	392.08
2006 01 26 12	32832.00	0.08	254.54	0.00	-6.33	-6.33	334.94
2006 01 27 12	32872.09	0.00	240.99	0.00	-14.04	-14.04	178.54
2006 01 28 12	33152.91	0.00	258.98	0.00	-5.45	-5.45	382.72
2006 01 29 12	33178.29	0.01	268.20	0.00	-7.59	-7.59	308.12
2006 01 30 12	33406.32	0.14	156.85	0.00	-9.44	-9.44	254.42
2006 01 31 12	33523.20	3.87	164.01	0.00	-6.11	-6.11	341.60
2006 02 01 12	33709.07	0.10	211.94	0.00	-5.40	-5.40	373.37
2006 02 02 12	33868.80	0.00	263.98	0.00	-9.26	-9.26	278.65
2006 02 03 12	34012.99	7.11	185.89	0.00	-4.62	-4.62	414.40
2006 02 04 12	34214.40	0.63	268.95	0.00	0.62	0.62	607.97
2006 02 05 12	34319.68	20.68	93.67	0.00	-0.84	-0.84	556.89
2006 02 06 12	34560.00	4.83	164.36	0.00	-1.55	-1.55	501.55
2006 02 07 12	34665.28	0.07	164.96	0.00	-8.90	-8.90	260.44
2006 02 08 12	34905.60	0.00	164.91	0.00	-12.35	-12.35	198.05
2006 02 09 12	35010.88	0.00	312.22	0.00	-13.79	-13.79	177.49
2006 02 10 12	35251.20	0.00	312.08	0.00	-15.32	-15.32	146.75
2006 02 11 12	35395.39	0.00	320.18	0.00	-16.06	-16.06	131.43
2006 02 12 12	35596.80	0.08	312.28	0.00	-15.64	-15.64	138.06
2006 02 13 12	35825.52	0.19	301.48	0.00	-11.31	-11.31	207.64
2006 02 14 12	35942.40	0.14	246.03	0.00	-7.03	-7.03	271.69
2006 02 15 12	36219.36	0.23	140.65	0.00	-4.84	-4.84	379.34
2006 02 16 12	36288.00	1.98	278.05	0.00	-2.96	-2.96	426.77
2006 02 17 12	36633.60	22.05	136.18	0.00	-2.51	-2.51	489.26
2006 02 18 12	36633.60	0.15	322.54	0.00	-16.09	-16.09	133.60
2006 02 19 12	36979.20	0.00	303.53	0.00	-19.21	-19.21	96.68
2006 02 20 12	37019.29	0.00	195.80	0.00	-12.16	-12.16	202.72
2006 02 21 12	37324.80	0.17	284.41	0.00	-7.59	-7.59	282.17
2006 02 22 12	37468.99	0.43	327.22	0.00	-6.10	-6.10	320.67
2006 02 23 12	37670.40	2.01	146.85	0.00	-4.30	-4.30	405.29
2006 02 24 12	38011.54	0.86	251.35	0.00	-4.10	-4.10	406.17
2006 02 25 12	38016.00	0.00	393.46	0.00	-13.12	-13.12	183.64
2006 02 26 12	38361.60	0.00	355.63	0.00	-16.81	-16.81	121.22
2006 02 27 12	38362.29	0.24	300.28	0.00	-17.98	-17.98	107.41
2006 02 28 12	38707.20	1.60	326.33	0.00	-16.20	-16.20	129.45
2006 03 01 12	38893.07	0.69	345.43	0.00	-17.23	-17.23	120.59
2006 03 02 12	39052.80	0.35	202.88	0.00	-12.63	-12.63	196.85
2006 03 03 12	39398.40	0.43	151.30	0.00	-14.06	-14.06	184.62
2006 03 04 12	39398.40	0.48	220.03	0.00	-4.91	-4.91	382.96
2006 03 05 12	39744.00	0.03	313.65	0.00	-4.56	-4.56	392.96
2006 03 06 12	39784.09	0.00	350.90	0.00	-3.75	-3.75	389.63
2006 03 07 12	40089.60	0.00	331.60	0.00	-4.27	-4.27	369.80
2006 03 08 12	40435.20	0.00	451.51	0.00	-6.38	-6.38	313.82
2006 03 09 12	40435.20	0.14	396.78	0.00	-8.03	-8.03	279.45
2006 03 10 12	40780.80	2.84	180.00	0.00	-0.93	-0.93	534.91
2006 03 11 12	40780.80	1.11	409.43	0.00	0.68	0.68	561.92
2006 03 12 12	41126.40	2.98	352.64	0.00	-0.91	-0.91	501.64
2006 03 13 12	41472.00	0.14	444.74	0.00	-0.06	-0.06	535.40
2006 03 14 12	41472.00	17.31	151.52	0.00	0.69	0.69	586.04
2006 03 15 12	41817.60	0.67	242.69	0.00	-2.74	-2.74	443.52
2006 03 16 12	41817.60	0.33	279.26	0.00	-5.47	-5.47	336.93
2006 03 17 12	42163.20	0.00	315.54	0.00	-8.47	-8.47	258.91
2006 03 18 12	42508.80	0.00	317.56	0.00	-10.16	-10.16	226.29
2006 03 19 12	42508.80	0.00	370.10	0.00	-8.64	-8.64	255.15
2006 03 20 12	42854.40	0.05	387.52	0.00	-6.08	-6.08	334.34
2006 03 21 12	42854.40	0.18	206.02	0.00	-2.06	-2.06	473.32
2006 03 22 12	43200.00	0.05	270.90	0.00	-0.70	-0.70	546.20
2006 03 23 12	43545.60	0.61	254.27	0.00	0.50	0.50	586.31
2006 03 24 12	43545.60	0.00	289.93	0.00	0.02	0.02	551.85
2006 03 25 12	43891.20	0.00	256.28	0.00	0.71	0.71	566.57
2006 03 26 12	43891.20	0.00	295.78	0.00	0.69	0.69	547.58
2006 03 27 12	44236.80	0.00	490.91	0.00	-1.41	-1.41	448.24
2006 03 28 12	44582.40	0.00	516.65	0.00	-2.72	-2.72	420.02
2006 03 29 12	44582.40	0.00	515.09	0.00	-0.78	-0.78	418.73
2006 03 30 12	44928.00	0.00	495.70	0.00	1.10	1.10	472.26
2006 03 31 12	44928.00	0.00	325.80	0.00	2.79	2.79	554.68
2006 04 01 12	45273.60	1.56	329.10	0.00	3.92	3.92	650.05
2006 04 02 12	45619.20	2.92	448.53	0.00	1.62	1.62	604.25
2006 04 03 12	45619.20	0.00	540.46	0.00	-2.55	-2.55	413.66
2006 04 04 12	45964.80	1.99	405.22	0.00	1.25	1.25	530.60
2006 04 05 12	45964.80	6.01	203.03	0.00	-0.23	-0.23	548.35
2006 04 06 12	46310.40	0.26	351.84	0.00	0.68	0.68	557.08
2006 04 07 12	46615.91	1.03	224.45	0.00	2.30	2.30	603.24
2006 04 08 12	46656.00	1.71	382.99	0.00	0.85	0.85	545.05
2006 04 09 12	47001.60	0.00	430.79	0.00	-1.74	-1.74	415.98
2006 04 10 12	47001.60	0.00	349.29	0.00	1.53	1.53	493.01
2006 04 11 12	47347.20	0.00	576.24	0.00	3.88	3.88	511.18
2006 04 12 12	47506.93	0.00	585.87	0.00	6.50	6.50	544.72
2006 04 13 12	47692.80	0.49	189.33	0.00	8.42	8.42	915.92
2006 04 14 12	48037.71	0.02	588.79	0.00	5.92	5.92	711.24
2006 04 15 12	48038.40	19.63	255.14	0.00	5.22	5.22	711.32
2006 04 16 12	48384.00	5.75	133.83	0.00	4.69	4.69	782.54
2006 04 17 12	48388.46	1.22	205.81	0.00	3.56	3.56	673.36
2006 04 18 12	48729.60	0.00	396.17	0.00	4.75	4.75	687.33
2006 04 19 12	48931.01	0.00	597.48	0.00	8.33	8.33	672.07
2006 04 20 12	49075.20	0.00	579.94	0.00	8.21	8.21	621.07
2006 04 21 12	49380.71	0.00	624.86	0.00	5.15	5.15	512.68
2006 04 22 12	49420.80	0.00	629.53	0.00	7.11	7.11	421.98
2006 04 23 12	49766.40	0.00	535.22	0.00	9.41	9.41	470.78
2006 04 24 12	49766.40	4.62	187.46	0.00	7.19	7.19	681.99
2006 04 25 12	50112.00	3.30	318.78	0.00	6.99	6.99	876.83
2006 04 26 12	50180.64	0.71	477.80	0.00	1.04	1.04	414.62
2006 04 27 12	50457.60	0.80	527.37	0.00	1.39	1.39	449.34
2006 04 28 12	50574.48	0.00	514.09	0.00	1.04	1.04	399.63
2006 04 29 12	50803.20	0.00	640.37	0.00	2.30	2.30	389.90
2006 04 30 12	51004.61	0.00	631.18	0.00	8.03	8.03	511.00
2006 05 01 12	51148.80	0.00	546.67	0.00	10.61	10.61	620.05
2006 05 02 12	51350.21	13.34	132.44	0.00	7.29	7.29	745.21
2006 05 03 12	51494.40	0.54	229.63	0.00	9.49	9.49	952.46
2006 05 04 12	51734.72	0.06	395.12	0.00	14.29	14.29	1176.15
2006 05 05 12	51840.00	5.94	438.16	0.00	15.75	15.75	1283.62
2006 05 06 12	52080.32	1.23	366.28	0.00	14.26	14.26	995.05
2006 05 07 12	52185.60	4.88	450.55	0.00	7.12	7.12	750.29
2006 05 08 12	52387.01	0.00	507.78	0.00	7.35	7.35	576.44
2006 05 09 12	52531.20	0.00	556.50	0.00	11.82	11.82	719.76
2006 05 10 12	52690.93	1.99	184.35	0.00	9.61	9.61	943.51
2006 05 11 12	52876.80	1.96	149.84	0.00	13.12	13.12	1382.30
2006 05 12 12	52993.68	3.65	156.26	0.00	11.43	11.43	1153.91
2006 05 13 12	53221.71	0.04	563.26	0.00	12.13	12.13	857.74
2006 05 14 12	53247.09	0.00	563.36	0.00	12.35	12.35	889.17
2006 05 15 12	53527.91	0.00	561.92	0.00	14.48	14.48	890.03
2006 05 16 12	53568.00	11.98	288.28	0.00	12.64	12.64	1133.24
2006 05 17 12	53808.32	24.95	332.94	0.00	13.32	13.32	1339.56
2006 05 18 12	53913.60	12.42	290.57	0.00	11.54	11.54	1233.02
2006 05 19 12	54030.48	12.73	338.06	0.00	12.81	12.81	1299.04
2006 05 20 12	54249.66	13.51	320.84	0.00	11.86	11.86	1210.99
2006 05 21 12	54263.66	1.06	313.74	0.00	10.94	10.94	1082.04
2006 05 22 12	54460.61	6.37	355.65	0.00	10.72	10.72	1078.88
2006 05 23 12	54604.11	0.04	318.18	0.00	8.35	8.35	919.89
2006 05 24 12	54629.50	0.18	268.56	0.00	9.50	9.50	981.04
2006 05 25 12	54845.12	0.26	344.77	0.00	11.90	11.90	1059.69
2006 05 26 12	54950.40	0.39	272.50	0.00	14.43	14.43	1320.19
2006 05 27 12	54975.09	0.59	463.47	0.00	16.43	16.43	1434.80
2006 05 28 12	55190.72	0.00	398.61	0.00	14.80	14.80	949.45
2006 05 29 12	55295.31	0.01	359.47	0.00	16.19	16.19	1296.03
2006 05 30 12	55300.46	0.05	542.64	0.00	15.13	15.13	1070.57
2006 05 31 12	55455.73	1.87	351.00	0.00	17.07	17.07	1527.26
2006 06 01 12	55601.51	1.30	329.29	0.00	19.33	19.33	1807.66
2006 06 02 12	55641.60	0.14	453.20	0.00	16.31	16.31	1168.19
2006 06 03 12	55666.30	4.33	203.31	0.00	13.72	13.72	1238.54
2006 06 04 12	55801.33	0.19	352.88	0.00	12.64	12.64	1163.11
2006 06 05 12	55914.10	0.56	440.63	0.00	13.94	13.94	1163.64
2006 06 06 12	55986.51	0.01	517.73	0.00	17.04	17.04	1342.61
2006 06 07 12	55991.66	0.59	480.91	0.00	18.31	18.31	1564.71
2006 06 08 12	56055.84	4.40	131.82	0.00	13.06	13.06	1308.91
2006 06 09 12	56146.93	12.18	135.57	0.00	10.44	10.44	1169.89
2006 06 10 12	56227.52	26.48	253.80	0.00	14.77	14.77	1548.42
2006 06 11 12	56292.71	11.71	366.69	0.00	14.19	14.19	1417.29
2006 06 12 12	56332.11	1.23	322.24	0.00	16.37	16.37	1584.79
2006 06 13 12	56332.80	3.06	369.39	0.00	17.61	17.61	1572.78
2006 06 14 12	56337.26	0.00	433.95	0.00	16.12	16.12	1135.68
2006 06 15 12	56357.50	0.00	507.47	0.00	17.07	17.07	1188.38
2006 06 16 12	56401.44	0.00	519.53	0.00	17.53	17.53	1391.97
2006 06 17 12	56449.68	0.39	367.68	0.00	19.24	19.24	1724.70
2006 06 18 12	56492.53	0.03	497.10	0.00	22.22	22.22	2237.77
2006 06 19 12	56492.53	4.79	467.11	0.00	23.60	23.60	2437.83
2006 06 20 12	56492.53	22.77	372.46	0.00	20.61	20.61	1967.59
2006 06 21 12	56534.21	6.84	430.48	0.00	17.27	17.27	1573.48
2006 06 22 12	56534.21	0.01	353.00	0.00	17.19	17.19	1516.86
2006 06 23 12	56492.53	5.45	391.05	0.00	19.77	19.77	1894.05
2006 06 24 12	56492.53	0.04	481.79	0.00	17.08	17.08	1345.68
2006 06 25 12	56449.68	0.00	487.55	0.00	18.72	18.72	1487.75
2006 06 26 12	56449.68	1.36	367.42	0.00	19.62	19.62	1659.87
2006 06 27 12	56401.44	8.78	334.12	0.00	21.22	21.22	2151.85
2006 06 28 12	56357.50	0.62	442.37	0.00	22.19	22.19	2107.24
2006 06 29 12	56337.26	7.43	367.23	0.00	21.09	21.09	2126.60
2006 06 30 12	56332.11	14.54	310.24	0.00	19.11	19.11	1902.24
2006 07 01 12	56323.26	4.24	353.39	0.00	14.96	14.96	1391.74
2006 07 02 12	56259.70	11.69	224.40	0.00	14.53	14.53	1445.08
2006 07 03 12	56188.61	2.77	496.69	0.00	18.03	18.03	1601.25
2006 07 04 12	56104.07	10.53	336.27	0.00	17.71	17.71	1669.08
2006 07 05 12	56011.89	3.96	401.22	0.00	19.61	19.61	1889.30
2006 07 06 12	55987.20	0.21	389.59	0.00	18.19	18.19	1613.41
2006 07 07 12	55977.66	0.00	470.40	0.00	18.27	18.27	1547.56
2006 07 08 12	55881.92	0.00	467.88	0.00	20.67	20.67	1804.23
2006 07 09 12	55758.48	0.00	493.51	0.00	21.56	21.56	1931.37
2006 07 10 12	55646.06	0.35	387.67	0.00	20.90	20.90	1871.43
2006 07 11 12	55632.06	5.95	399.36	0.00	21.48	21.48	2011.72
2006 07 12 12	55536.32	0.69	475.05	0.00	21.83	21.83	1942.31
2006 07 13 12	55364.64	5.53	387.63	0.00	20.31	20.31	1880.32
2006 07 14 12	55296.00	1.22	451.75	0.00	21.69	21.69	2015.53
2006 07 15 12	55255.91	4.29	414.54	0.00	23.23	23.23	2092.94
2006 07 16 12	55110.13	9.83	376.47	0.00	22.87	22.87	2287.58
2006 07 17 12	54950.40	5.58	430.89	0.00	23.56	23.56	2338.20
2006 07 18 12	54910.31	8.05	367.12	0.00	23.26	23.26	2310.30
2006 07 19 12	54764.53	0.11	497.74	0.00	18.20	18.20	1431.39
2006 07 20 12	54604.80	0.00	487.11	0.00	19.45	19.45	1625.14
2006 07 21 12	54564.71	4.43	371.67	0.00	20.33	20.33	1944.39
2006 07 22 12	54327.84	1.03	383.97	0.00	21.38	21.38	1942.81
2006 07 23 12	54259.20	9.87	152.79	0.00	18.24	18.24	1846.41
2006 07 24 12	54153.92	0.83	360.11	0.00	17.26	17.26	1633.73
2006 07 25 12	53918.06	9.20	254.40	0.00	17.99	17.99	1755.74
2006 07 26 12	53904.06	0.83	389.78	0.00	22.03	22.03	2110.77
2006 07 27 12	53636.64	11.09	345.31	0.00	22.08	22.08	2262.04
2006 07 28 12	53568.00	14.19	385.77	0.00	22.76	22.76	2311.81
2006 07 29 12	53423.81	2.77	362.42	0.00	22.22	22.22	2187.03
2006 07 30 12	53222.40	0.10	470.16	0.00	17.44	17.44	1520.06
2006 07 31 12	53149.30	0.01	263.86	0.00	15.31	15.31	1318.75
2006 08 01 12	52876.80	0.09	347.64	0.00	18.41	18.41	1730.87
2006 08 02 12	52836.71	7.85	473.64	0.00	22.75	22.75	2142.16
2006 08 03 12	52535.66	0.00	389.03	0.00	20.24	20.24	1739.06
2006 08 04 12	52521.66	8.57	341.54	0.00	20.24	20.24	1778.90
2006 08 05 12	52210.30	0.33	484.21	0.00	17.16	17.16	1455.09
2006 08 06 12	52184.91	0.00	487.23	0.00	16.05	16.05	1318.67
2006 08 07 12	51864.69	9.05	362.13	0.00	18.57	18.57	1755.82
2006 08 08 12	51840.00	1.87	402.26	0.00	18.68	18.68	1706.14
2006 08 09 12	51519.09	0.00	472.04	0.00	16.97	16.97	1292.09
2006 08 10 12	51494.40	8.81	265.40	0.00	16.25	16.25	1521.95
2006 08 11 12	51153.26	0.40	399.82	0.00	13.36	13.36	1104.66
2006 08 12 12	51148.11	3.02	298.84	0.00	11.44	11.44	1056.60
2006 08 13 12	50803.20	0.12	349.16	0.00	11.95	11.95	1072.85
2006 08 14 12	50802.51	0.74	343.45	0.00	13.83	13.83	1216.73
2006 08 15 12	50457.60	2.49	367.98	0.00	18.09	18.09	1706.18
2006 08 16 12	50417.51	4.16	374.42	0.00	16.58	16.58	1466.57
2006 08 17 12	50112.00	0.17	466.14	0.00	16.43	16.43	1405.01
2006 08 18 12	50006.72	0.00	446.92	0.00	17.92	17.92	1403.95
2006 08 19 12	49766.40	2.31	372.55	0.00	19.28	19.28	1781.68
2006 08 20 12	49580.53	2.39	317.24	0.00	18.48	18.48	1693.15
2006 08 21 12	49420.80	7.40	249.89	0.00	16.50	16.50	1637.02
2006 08 22 12	49079.66	1.31	452.47	0.00	17.04	17.04	1476.47
2006 08 23 12	49075.20	0.24	391.45	0.00	14.05	14.05	1175.79
2006 08 24 12	48729.60	0.00	384.60	0.00	10.93	10.93	923.66
2006 08 25 12	48728.91	0.00	379.65	0.00	10.70	10.70	943.66
2006 08 26 12	48384.00	0.00	368.90	0.00	12.57	12.57	1013.71
2006 08 27 12	48239.81	0.17	327.37	0.00	12.74	12.74	1107.01
2006 08 28 12	48038.40	3.18	246.57	0.00	12.42	12.42	1301.20
2006 08 29 12	47697.26	0.19	399.39	0.00	15.71	15.71	1492.98
2006 08 30 12	47692.80	0.20	339.69	0.00	15.65	15.65	1389.13
2006 08 31 12	47347.20	0.00	392.29	0.00	12.73	12.73	1153.27
2006 09 01 12	47346.51	0.00	418.06	0.00	14.80	14.80	1247.31
2006 09 02 12	47001.60	0.00	419.26	0.00	14.71	14.71	1185.63
2006 09 03 12	46724.64	0.31	389.24	0.00	14.61	14.61	1190.71
2006 09 04 12	46656.00	14.30	159.19	0.00	13.59	13.59	1440.19
2006 09 05 12	46310.40	0.48	433.25	0.00	16.70	16.70	1491.46
2006 09 06 12	46310.40	0.03	394.92	0.00	16.66	16.66	1424.27
2006 09 07 12	45964.80	0.00	372.04	0.00	15.64	15.64	1272.36
2006 09 08 12	45778.93	0.00	424.32	0.00	15.53	15.53	1357.58
2006 09 09 12	45619.20	5.54	144.59	0.00	14.68	14.68	1482.47
2006 09 10 12	45273.60	0.16	394.83	0.00	10.95	10.95	964.69
2006 09 11 12	45273.60	0.00	433.71	0.00	9.14	9.14	710.32
2006 09 12 12	44928.00	0.00	431.19	0.00	11.23	11.23	735.98
2006 09 13 12	44783.81	0.00	426.59	0.00	12.57	12.57	919.40
2006 09 14 12	44582.40	1.31	172.22	0.00	13.02	13.02	1234.76
2006 09 15 12	44236.80	0.28	308.18	0.00	15.97	15.97	1465.91
2006 09 16 12	44236.80	0.17	373.73	0.00	17.77	17.77	1538.16
2006 09 17 12	43891.20	0.15	332.14	0.00	17.90	17.90	1552.44
2006 09 18 12	43785.92	0.67	281.18	0.00	19.16	19.16	1868.23
2006 09 19 12	43545.60	0.99	357.67	0.00	19.59	19.59	1890.01
2006 09 20 12	43200.00	8.74	219.73	0.00	16.95	16.95	1695.73
2006 09 21 12	43200.00	4.05	265.15	0.00	9.88	9.88	999.09
2006 09 22 12	42854.40	0.34	324.41	0.00	7.80	7.80	760.98
2006 09 23 12	42652.99	0.37	130.79	0.00	8.96	8.96	974.17
2006 09 24 12	42508.80	11.07	179.28	0.00	13.48	13.48	1437.91
2006 09 25 12	42163.20	0.74	340.92	0.00	10.68	10.68	982.96
2006 09 26 12	42163.20	7.16	253.35	0.00	8.34	8.34	890.72
2006 09 27 12	41817.60	0.16	368.12	0.00	10.00	10.00	923.14
2006 09 28 12	41616.19	0.01	354.21	0.00	11.67	11.67	1096.04
2006 09 29 12	41472.00	22.72	134.86	0.00	11.68	11.68	1266.64
2006 09 30 12	41126.40	1.96	296.61	0.00	9.02	9.02	901.04
2006 10 01 12	41126.40	0.54	262.54	0.00	9.39	9.39	867.77
2006 10 02 12	40780.80	4.44	166.44	0.00	9.59	9.59	1066.77
2006 10 03 12	40621.07	0.90	219.44	0.00	10.34	10.34	1107.33
2006 10 04 12	40435.20	9.42	242.14	0.00	12.69	12.69	1246.75
2006 10 05 12	40089.60	13.60	353.57	0.00	8.53	8.53	873.58
2006 10 06 12	40089.60	0.00	347.95	0.00	6.65	6.65	633.87
2006 10 07 12	39744.00	0.00	373.22	0.00	6.91	6.91	665.12
2006 10 08 12	39675.36	0.00	239.96	0.00	9.83	9.83	861.40
2006 10 09 12	39398.40	0.00	340.75	0.00	12.11	12.11	984.97
2006 10 10 12	39053.49	0.00	264.57	0.00	7.11	7.11	683.64
2006 10 11 12	39052.80	0.03	195.07	0.00	4.96	4.96	637.94
2006 10 12 12	38707.20	34.31	115.93	0.00	8.92	8.92	1048.88
2006 10 13 12	38707.20	3.43	249.19	0.00	10.41	10.41	1054.43
2006 10 14 12	38361.60	0.00	341.96	0.00	5.58	5.58	609.62
2006 10 15 12	38160.19	0.00	242.76	0.00	5.66	5.66	611.70
2006 10 16 12	38016.00	0.00	246.05	0.00	5.30	5.30	595.58
2006 10 17 12	37679.94	0.12	333.02	0.00	7.00	7.00	662.84
2006 10 18 12	37670.40	17.11	86.91	0.00	7.17	7.17	915.60
2006 10 19 12	37324.80	0.33	186.83	0.00	10.21	10.21	1088.50
2006 10 20 12	37320.34	15.12	169.23	0.00	11.27	11.27	1240.87
2006 10 21 12	36979.20	52.08	85.83	0.00	8.43	8.43	1044.17
2006 10 22 12	36819.47	0.00	261.42	0.00	4.77	4.77	698.43
2006 10 23 12	36633.60	1.40	218.02	0.00	6.10	6.10	780.94
2006 10 24 12	36393.28	1.58	199.25	0.00	6.64	6.64	845.01
2006 10 25 12	36288.00	2.21	136.76	0.00	5.23	5.23	764.95
2006 10 26 12	35982.49	0.00	218.81	0.00	3.58	3.58	605.27
2006 10 27 12	35942.40	0.01	278.53	0.00	3.35	3.35	521.51
2006 10 28 12	35606.34	10.30	158.04	0.00	2.67	2.67	576.36
2006 10 29 12	35596.80	15.31	130.16	0.00	4.91	4.91	715.10
2006 10 30 12	35251.89	0.02	130.90	0.00	1.93	1.93	518.90
2006 10 31 12	35246.74	0.42	244.75	0.00	1.79	1.79	552.02
2006 11 01 12	34905.60	1.02	314.24	0.00	5.13	5.13	683.24
2006 11 02 12	34880.91	0.03	212.56	0.00	2.55	2.55	552.25
2006 11 03 12	34560.00	0.01	218.80	0.00	0.46	0.46	401.58
2006 11 04 12	34535.31	0.01	177.83	0.00	0.07	0.07	403.02
2006 11 05 12	34215.09	0.34	171.08	0.00	-0.27	-0.27	394.22
2006 11 06 12	34189.70	6.93	174.46	0.00	-0.56	-0.56	480.52
2006 11 07 12	33878.34	0.06	194.03	0.00	1.52	1.52	595.18
2006 11 08 12	33864.34	5.62	84.11	0.00	4.93	4.93	815.56
2006 11 09 12	33563.29	7.39	121.22	0.00	9.16	9.16	1115.06
2006 11 10 12	33523.20	1.22	187.23	0.00	7.29	7.29	918.62
2006 11 11 12	33250.70	1.17	116.36	0.00	2.75	2.75	627.96
2006 11 12 12	33177.60	23.13	72.25	0.00	3.86	3.86	731.87
2006 11 13 12	32976.19	5.04	110.57	0.00	4.71	4.71	770.44
2006 11 14 12	32832.00	33.68	113.66	0.00	7.85	7.85	1017.14
2006 11 15 12	32763.35	0.77	189.06	0.00	12.11	12.11	1274.76
2006 11 16 12	32495.94	2.15	91.79	0.00	9.83	9.83	1145.09
2006 11 17 12	32481.94	16.77	123.09	0.00	14.88	14.88	1567.48
2006 11 18 12	32246.08	0.16	241.68	0.00	7.13	7.13	845.71
2006 11 19 12	32140.80	0.05	139.87	0.00	2.60	2.60	615.14
2006 11 20 12	32072.16	2.67	80.43	0.00	1.53	1.53	592.70
2006 11 21 12	31835.29	0.01	253.88	0.00	-2.08	-2.08	343.38
2006 11 22 12	31795.20	0.00	216.91	0.00	-0.20	-0.20	388.28
2006 11 23 12	31635.47	0.00	257.83	0.00	0.02	0.02	446.56
